shingle,notice_id
3 625 cr,N002110
1786 23 234,N002110
signs 56 021,N002110
panel 25 085,N002110
and 56 547,N002110
inr 3 625,N002110
81 133 mt,N002110
and 68 810,N002110
53 848 mt,N002110
section 81 133,N002110
68 810 of,N002110
vardhan nadia zilla,N002110
surfaces 76 335,N002110
354376 electronic mail,N002110
246 and 61,N002110
chainage 6 348,N002110
643 cr experience,N002110
37 589 and,N002110
348 and 68,N002110
foundation 53 848,N002110
148 and 56,N002110
structures 82 014,N002110
2 492 cr,N002110
and 79 748,N002110
35 246 and,N002110
and 54 355,N002110
79 748 of,N002110
inr 2 492,N002110
officer mahadevan vardhan,N002110
chainage 35 246,N002110
54 355 of,N002110
492 cr bid,N002110
14 148 and,N002110
chainage 14 148,N002110
03 16 last,N002110
scheme at nadia,N002110
and 61 863,N002110
61 863 of,N002110
mail vardhan nadia,N002110
2024 03 31,N002110
2024 06758 procuring,N002118
06758 procuring entity,N002118
urba 2024 06758,N002118
theni araria name,N002118
to theni araria,N002118
rs 98 47,N002118
47 936 bid,N002118
52 257 experience,N002118
1 33 52,N002118
33 52 257,N002118
98 47 936,N002118
23 777 mt,N002118
surfaces 28 495,N002118
thick 23 777,N002118
windows 40 654,N002118
30 990 cum,N002118
araria telephone 01336,N002118
54 607 of,N002118
meenakshi vardhan urban,N002118
40 654 quintal,N002118
driver 79 088,N002118
vardhan araria urban,N002118
and 73 045,N002118
38 174 rmt,N002118
48 945 quintal,N002118
348950 electronic mail,N002118
and 49 592,N002118
29 346 rmt,N002118
9 789 quintal,N002118
and 52 187,N002118
23 925 rmt,N002118
92 291 mt,N002118
38 156 and,N002118
49 592 of,N002118
and 54 607,N002118
167 and 54,N002118
transformer 30 990,N002118
28 495 quintal,N002118
foundation 48 945,N002118
14 199 sqm,N002118
68 831 mt,N002118
88 134 mt,N002118
chainage 38 156,N002118
structures 66 135,N002118
351 and 41,N002118
araria to theni,N002118
1786 38 174,N002118
mail vardhan araria,N002118
jointing 9 789,N002118
584 and 49,N002118
pit 29 346,N002118
66 135 rmt,N002118
mm 28 737,N002118
63 614 quintal,N002118
29 005 rmt,N002118
section 14 199,N002118
52 187 of,N002118
spoil 23 925,N002118
73 045 of,N002118
signs 76 738,N002118
76 738 cum,N002118
1 36 50,N002118
bitumen 88 134,N002118
3 763 mt,N002118
01903 827179 electronic,N002126
090 and 49,N002126
wate 2024 30174,N002126
20 709 rmt,N002126
anand telephone 01903,N002126
20 53 318,N002126
30174 procuring entity,N002126
1786 39 004,N002126
28 17 576,N002126
30 760 and,N002126
33 633 litre,N002126
and 49 947,N002126
17 576 experience,N002126
director narasimha subramanian,N002126
mm 3 563,N002126
finisher 20 709,N002126
32 127 cum,N002126
39 004 litre,N002126
827179 electronic mail,N002126
3 563 cum,N002126
transformer 79 169,N002126
716 and 64,N002126
79 169 litre,N002126
53 318 bid,N002126
2 08 80,N002126
jointing 71 590,N002126
driver 32 127,N002126
subramanian anand water,N002126
chainage 30 760,N002126
telephone 01903 827179,N002126
2024 30174 procuring,N002126
71 590 cum,N002126
49 947 of,N002126
signs 33 633,N002126
63 335 of,N002126
chainage 13 535,N002126
64 517 of,N002126
4 28 17,N002126
13 535 and,N002126
and 88 457,N002126
and 64 517,N002126
narasimha subramanian water,N002126
chainage 4 090,N002126
08 80 000,N002126
535 and 88,N002126
88 457 of,N002126
4 090 and,N002126
and 63 335,N002126
760 and 63,N002126
mail subramanian anand,N002126
1 20 53,N002126
18 716 and,N002126
chainage 18 716,N002126
4 18 000,N002126
1 592 per,N002126
rs 1 592,N002126
anand anand name,N002126
anand water gov,N002126
at anand anand,N002126
rs 4 679,N002126
4 679 per,N002126
resources department anand,N002126
128 07 lakh,N002134
2025 0076783 procuring,N002134
npas 2025 0076783,N002134
2025 0076783 government,N002134
0076783 procuring entity,N002134
0076783 government of,N002134
53 entry truncated,N002134
rs 128 07,N002134
30 36 lakh,N002134
material 53 entry,N002134
859 and 78,N002134
chainage 22 057,N002134
31 859 and,N002134
chainage 31 859,N002134
bundi npas 2025,N002134
and 87 922,N002134
rs 30 36,N002134
057 and 46,N002134
22 057 and,N002134
87 922 of,N002134
705 and 76,N002134
at bundi npas,N002134
and 76 446,N002134
chainage 2 705,N002134
2 705 and,N002134
76 446 of,N002134
99 00 lakh,N002134
833 and 87,N002134
chainage 20 833,N002134
and 78 531,N002134
1 98 lakh,N002134
20 833 and,N002134
78 531 of,N002134
and 46 316,N002134
46 316 of,N002134
years rs 128,N002134
87473 procuring entity,N002142
ref 2024 87473,N002142
2024 87473 procuring,N002142
bharuch warangal name,N002142
to bharuch warangal,N002142
notice dec 14,N002142
03 82 238,N002142
panel 90 546,N002142
09 74 221,N002142
warangal telephone 06226,N002142
06226 458362 electronic,N002142
82 238 experience,N002142
90 546 each,N002142
class 13 308,N002142
bids jan 15,N002142
3 03 82,N002142
telephone 06226 458362,N002142
74 221 bid,N002142
lakshmikanth hegde department,N002142
13 308 rmt,N002142
wiring 7 202,N002142
2 09 74,N002142
hegde warangal department,N002142
70 618 litre,N002142
driver 66 362,N002142
officer lakshmikanth hegde,N002142
458362 electronic mail,N002142
7 202 sqm,N002142
trenching 70 618,N002142
66 362 cum,N002142
and 46 552,N002142
46 552 of,N002142
029 and 53,N002142
warangal to bharuch,N002142
398 and 46,N002142
238 experience of,N002142
chainage 39 398,N002142
60 610 of,N002142
and 60 610,N002142
jan 15 2025,N002142
chainage 39 568,N002142
39 398 and,N002142
2 99 00,N002142
5 98 000,N002142
mail hegde warangal,N002142
bids dec 28,N002142
39 568 and,N002142
bids dec 29,N002142
dec 28 2024,N002142
dec 14 2024,N002142
221 bid validity,N002142
and 53 386,N002142
53 386 of,N002142
chainage 1 029,N002142
1 029 and,N002142
2024 0016877 procuring,N002150
npas 2024 0016877,N002150
134 07 lakh,N002150
395 92 lakh,N002150
rs 395 92,N002150
0016877 procuring entity,N002150
rs 134 07,N002150
15 643 mt,N002150
and 48 019,N002150
foundation 29 768,N002150
wiring 53 180,N002150
telephone 03956 379696,N002150
foundation 75 726,N002150
3 71 lakh,N002150
27 088 litre,N002150
spoil 27 088,N002150
transformer 44 481,N002150
03956 379696 electronic,N002150
haveri telephone 03956,N002150
signs 19 158,N002150
48 019 of,N002150
75 726 litre,N002150
and 66 684,N002150
19 200 quintal,N002150
panel 37 228,N002150
finisher 52 445,N002150
72 241 rmt,N002150
66 684 of,N002150
44 481 mt,N002150
windows 11 932,N002150
jointing 93 199,N002150
1786 60 098,N002150
29 768 sqm,N002150
11 932 quintal,N002150
60 098 quintal,N002150
trenching 74 847,N002150
iyengar haveri rural,N002150
74 847 litre,N002150
93 199 rmt,N002150
94 500 each,N002150
structures 72 241,N002150
driver 15 643,N002150
379696 electronic mail,N002150
52 445 rmt,N002150
notice 13 dec,N002150
53 180 cum,N002150
surfaces 19 200,N002150
64 764 of,N002150
and 64 764,N002150
years rs 395,N002150
518 and 48,N002150
750 and 64,N002150
19 158 each,N002150
582 and 59,N002150
27 jan 2025,N002150
works balasubramanian iyengar,N002150
37 228 mt,N002150
185 40 lakh,N002150
rs 185 40,N002150
material 94 500,N002150
tender rs 185,N002150
chainage 11 750,N002150
11 750 and,N002150
than rs 134,N002150
2025 08408 procuring,N002158
2025 08408 name,N002158
junagadh block publ,N002158
publ 2025 08408,N002158
08408 name of,N002158
block publ 2025,N002158
75 830 bid,N002158
08408 procuring entity,N002158
will execute 627,N002158
26 26 958,N002158
rs 26 26,N002158
26 958 experience,N002158
9 75 830,N002158
rs 17 00,N002158
rs 34 000,N002158
class 29 194,N002158
87 203 each,N002158
and 57 836,N002158
979 and 72,N002158
73 316 cum,N002158
finisher 10 149,N002158
thick 20 998,N002158
surfaces 57 647,N002158
windows 14 484,N002158
1 248 litre,N002158
82 274 of,N002158
transformer 73 316,N002158
29 194 litre,N002158
71 669 each,N002158
57 647 sqm,N002158
871880 electronic mail,N002158
655 and 57,N002158
foundation 71 669,N002158
874 and 82,N002158
chainage 6 979,N002158
and 45 002,N002158
chainage 14 874,N002158
jointing 87 203,N002158
20 998 rmt,N002158
panel 15 228,N002158
junagadh telephone 09665,N002158
driver 92 790,N002158
material 22 794,N002158
52 274 each,N002158
14 484 sqm,N002158
45 002 of,N002158
bitumen 55 620,N002158
wiring 52 274,N002158
149 and 45,N002158
10 149 mt,N002158
31 075 and,N002158
structures 1 248,N002158
sahasrabuddhe junagadh public,N002158
22 794 litre,N002158
director narasimha sahasrabuddhe,N002158
09665 871880 electronic,N002158
and 82 274,N002158
79 332 rmt,N002158
chainage 31 075,N002158
6 979 and,N002158
55 620 each,N002158
45 718 sqm,N002158
14 874 and,N002158
57 836 of,N002158
thoothukudi navsari government,N002166
2024 0075636 procuring,N002166
to thoothukudi navsari,N002166
0075636 procuring entity,N002166
npas 2024 0075636,N002166
rs 887 98,N002166
400 60 lakh,N002166
rs 400 60,N002166
887 98 lakh,N002166
298 59 lakh,N002166
8 01 lakh,N002166
years rs 887,N002166
rs 298 59,N002166
bill of entry,N002166
rs 8 01,N002166
tender rs 400,N002166
17 005 and,N002166
972 and 85,N002166
879 and 42,N002166
than rs 298,N002166
and 42 644,N002166
42 644 of,N002166
432 and 74,N002166
chainage 29 972,N002166
005 and 51,N002166
and 74 577,N002166
chainage 17 005,N002166
29 972 and,N002166
8 432 and,N002166
74 577 of,N002166
chainage 8 432,N002166
navsari to thoothukudi,N002166
and 75 063,N002166
75 063 of,N002166
35 687 and,N002166
7 951 and,N002166
chainage 35 687,N002166
and 51 739,N002166
chainage 7 951,N002166
951 and 80,N002166
51 739 of,N002166
and 80 930,N002166
80 930 of,N002166
85 124 of,N002166
7 879 and,N002166
and 85 124,N002166
chainage 7 879,N002166
687 and 75,N002166
road from navsari,N002166
65688 procuring entity,N002174
2025 65688 procuring,N002174
publ 2025 65688,N002174
5 47 00,N002174
3 31 05,N002174
10 94 000,N002174
7 40 38,N002174
31 05 636,N002174
38 056 experience,N002174
05 636 bid,N002174
40 38 056,N002174
shivamogga telephone 03539,N002174
transformer 23 990,N002174
pit 83 733,N002174
57 937 sqm,N002174
83 733 each,N002174
telephone 03539 614222,N002174
69 220 rmt,N002174
85 681 cum,N002174
23 990 sqm,N002174
1786 20 288,N002174
driver 58 954,N002174
bitumen 69 220,N002174
614222 electronic mail,N002174
foundation 85 681,N002174
03539 614222 electronic,N002174
85 876 quintal,N002174
panel 57 937,N002174
47 917 cum,N002174
vaidyanathan shivamogga public,N002174
works prabhakaran vaidyanathan,N002174
66 149 sqm,N002174
20 288 each,N002174
96 397 each,N002174
jointing 96 397,N002174
beads 47 917,N002174
spoil 2 055,N002174
surfaces 80 574,N002174
80 574 rmt,N002174
staging 66 149,N002174
2 055 quintal,N002174
55 507 cum,N002174
signs 69 828,N002174
53 453 sqm,N002174
section 55 507,N002174
mail vaidyanathan shivamogga,N002174
thick 53 453,N002174
69 828 cum,N002174
trenching 94 149,N002174
94 149 quintal,N002174
71 134 of,N002174
and 71 134,N002174
972 and 71,N002174
rs 5 47,N002174
28 223 and,N002174
chainage 28 223,N002174
58 954 each,N002174
mm 85 876,N002174
636 bid validity,N002174
68 181 cum,N002182
and 51 718,N002182
56 860 of,N002182
chainage 22 404,N002182
44 496 of,N002182
24 43 000,N002182
transformer 17 223,N002182
thick 20 680,N002182
structures 20 302,N002182
2024 06735 procuring,N002182
12 21 50,N002182
chainage 31 810,N002182
5 295 rmt,N002182
65 749 mt,N002182
jal 2024 06735,N002182
foundation 68 181,N002182
810 and 63,N002182
924 and 44,N002182
22 404 and,N002182
bitumen 16 043,N002182
15 911 each,N002182
telephone 08994 848633,N002182
11 12 73,N002182
06735 procuring entity,N002182
15 048 litre,N002182
027 and 56,N002182
spoil 6 930,N002182
02 66 160,N002182
rs 12 21,N002182
8 02 66,N002182
94 267 each,N002182
and 56 860,N002182
staging 14 682,N002182
51 718 of,N002182
20 302 rmt,N002182
krishnamurthy behar jal,N002182
08994 848633 electronic,N002182
73 804 experience,N002182
jointing 94 267,N002182
pit 15 048,N002182
behar telephone 08994,N002182
signs 15 911,N002182
20 680 sqm,N002182
6 930 litre,N002182
officer kavitha krishnamurthy,N002182
beads 2 794,N002182
66 160 bid,N002182
and 44 496,N002182
surfaces 5 295,N002182
12 73 804,N002182
31 810 and,N002182
finisher 65 749,N002182
17 223 sqm,N002182
16 043 litre,N002182
2 794 rmt,N002182
rs 24 43,N002182
mail krishnamurthy behar,N002182
848633 electronic mail,N002182
267 each at,N002182
63 940 of,N002182
ghaggar near behar,N002182
near behar behar,N002182
kavitha krishnamurthy jal,N002182
930 litre at,N002182
trenching 58 551,N002190
95 320 sqm,N002190
03572 326979 electronic,N002190
telephone 03572 326979,N002190
61 195 rmt,N002190
rajeshwari bhardwaj department,N002190
structures 61 195,N002190
npas 2024 0049390,N002190
10 889 mt,N002190
near davanagere government,N002190
10 842 rmt,N002190
class 95 984,N002190
326979 electronic mail,N002190
beads 10 842,N002190
58 551 litre,N002190
material 10 889,N002190
20 128 litre,N002190
54 965 quintal,N002190
95 984 sqm,N002190
foundation 54 965,N002190
52 019 each,N002190
0049390 procuring entity,N002190
2024 0049390 procuring,N002190
wiring 95 320,N002190
foundation 2 690,N002190
commissioner rajeshwari bhardwaj,N002190
spoil 20 128,N002190
1786 52 019,N002190
davanagere telephone 03572,N002190
section 33 192,N002190
39 197 each,N002190
chainage 15 302,N002190
54 763 of,N002190
15 302 and,N002190
years rs 3625,N002190
79 348 of,N002190
4 303 each,N002190
and 54 763,N002190
33 192 rmt,N002190
262 and 40,N002190
60 25 lakh,N002190
80 919 of,N002190
630 and 80,N002190
rs 3012 50,N002190
3625 88 lakh,N002190
16 168 and,N002190
5 596 sqm,N002190
348 and 43,N002190
22 262 and,N002190
rs 1009 58,N002190
mm 5 596,N002190
chainage 22 262,N002190
48 745 each,N002190
rs 3625 88,N002190
and 79 348,N002190
than rs 1009,N002190
ghaggar near davanagere,N002190
38 357 and,N002190
3012 50 lakh,N002190
1009 58 lakh,N002190
3 709 each,N002190
windows 39 197,N002190
chainage 16 168,N002190
tender rs 3012,N002190
15 87 lakh,N002198
2025 0086160 procuring,N002198
rs 437 68,N002198
rs 1448 66,N002198
793 60 lakh,N002198
1448 66 lakh,N002198
0086160 procuring entity,N002198
npas 2025 0086160,N002198
tender rs 793,N002198
years rs 1448,N002198
437 68 lakh,N002198
rs 793 60,N002198
than rs 437,N002198
hegde araria department,N002198
07433 212999 electronic,N002198
67 537 sqm,N002198
24 322 cum,N002198
staging 24 322,N002198
and 51 012,N002198
212999 electronic mail,N002198
87 325 of,N002198
9 846 rmt,N002198
spoil 67 537,N002198
chainage 15 939,N002198
95 834 each,N002198
15 939 and,N002198
83 887 cum,N002198
91 905 quintal,N002198
and 87 325,N002198
pit 91 905,N002198
726 and 87,N002198
10 726 and,N002198
52 880 sqm,N002198
araria telephone 07433,N002198
foundation 9 846,N002198
51 012 of,N002198
telephone 07433 212999,N002198
section 95 834,N002198
wiring 83 887,N002198
1786 52 880,N002198
chainage 10 726,N002198
ramakrishna hegde department,N002198
mail hegde araria,N002198
welfare araria district,N002198
welfare araria telephone,N002198
family welfare araria,N002198
89 per cum,N002198
rs 15 87,N002198
939 and 51,N002198
at araria government,N002198
05 sep 2025,N002198
araria department gov,N002198
06 sep 2025,N002198
87 lakh cost,N002198
02 oct 2025,N002198
notice 21 aug,N002198
83 248 of,N002206
and 57 682,N002206
2024 25 024496,N002206
24 719 and,N002206
chainage 33 000,N002206
inr 12 080,N002206
25 024496 procuring,N002206
000 and 57,N002206
56 260 of,N002206
32 639 and,N002206
6 460 cr,N002206
188 and 87,N002206
024496 procuring entity,N002206
and 83 248,N002206
31 717 and,N002206
inr 6 460,N002206
chainage 31 717,N002206
and 74 466,N002206
74 466 of,N002206
33 000 and,N002206
chainage 32 639,N002206
and 56 260,N002206
19 950 cr,N002206
bhagalp entry truncated,N002206
845 and 62,N002206
at bhagalp entry,N002206
and 68 419,N002206
alignment at bhagalp,N002206
bhagalpur to mahbubnagar,N002206
57 682 of,N002206
709 and 74,N002206
and 62 082,N002206
68 419 of,N002206
12 080 cr,N002206
62 082 of,N002206
chainage 24 719,N002206
inr 19 950,N002206
26 732 and,N002206
chainage 26 732,N002206
87 884 of,N002206
and 87 884,N002206
chainage 12 709,N002206
12 709 and,N002206
242 cr cost,N002206
732 and 68,N002206
460 cr bid,N002206
to mahbubnagar state,N002206
chainage 35 188,N002206
0 242 cr,N002206
35 188 and,N002206
inr 0 242,N002206
639 and 83,N002206
and 73 113,N002206
73 113 of,N002206
19 845 and,N002206
717 and 73,N002206
chainage 19 845,N002206
950 cr experience,N002206
719 and 56,N002206
road from bhagalpur,N002206
from bhagalpur to,N002206
education bhagalpur district,N002206
080 cr earnest,N002206
school education bhagalpur,N002206
62 13 lakh,N002214
rs 62 13,N002214
0024448 procuring entity,N002214
to warangal government,N002214
rs 187 84,N002214
2025 0024448 procuring,N002214
187 84 lakh,N002214
npas 2025 0024448,N002214
years rs 187,N002214
30 984 and,N002214
13 493 litre,N002214
section 68 190,N002214
chainage 1 712,N002214
69 336 quintal,N002214
27 340 quintal,N002214
82 153 litre,N002214
418300 electronic mail,N002214
foundation 20 296,N002214
finisher 46 941,N002214
58 363 sqm,N002214
material 69 336,N002214
windows 50 046,N002214
86 207 mt,N002214
trenching 82 153,N002214
68 190 mt,N002214
structures 41 737,N002214
693 and 78,N002214
79 862 of,N002214
panel 86 671,N002214
beads 39 072,N002214
74 036 sqm,N002214
telephone 07361 418300,N002214
20 296 mt,N002214
thick 74 036,N002214
1 712 and,N002214
984 and 41,N002214
foundation 86 207,N002214
34 279 sqm,N002214
41 737 mt,N002214
28 459 sqm,N002214
driver 13 493,N002214
86 769 each,N002214
94 509 rmt,N002214
18 260 cum,N002214
2 328 sqm,N002214
chainage 30 984,N002214
854 and 87,N002214
spoil 58 363,N002214
1786 86 769,N002214
staging 34 279,N002214
sathyanarayana balangir public,N002214
39 072 mt,N002214
transformer 28 459,N002214
46 941 quintal,N002214
and 79 862,N002214
jointing 27 340,N002214
balangir telephone 07361,N002214
and 64 680,N002214
pit 18 260,N002214
07361 418300 electronic,N002214
97 937 rmt,N002214
wiring 2 328,N002214
64 680 of,N002214
road from balangir,N002214
inr 7 606,N002222
606 cr experience,N002222
065900 procuring entity,N002222
2025 26 065900,N002222
4 242 cr,N002222
3 222 cr,N002222
7 606 cr,N002222
inr 3 222,N002222
inr 4 242,N002222
26 065900 procuring,N002222
chainage 20 396,N002222
66 488 of,N002222
68 198 of,N002222
srinivasan hooghly urban,N002222
windows 13 438,N002222
71 452 litre,N002222
19 156 and,N002222
425672 electronic mail,N002222
45 286 rmt,N002222
transformer 74 241,N002222
surfaces 63 072,N002222
and 68 198,N002222
06035 425672 electronic,N002222
chainage 19 156,N002222
50 694 of,N002222
meenakshi srinivasan urban,N002222
hooghly telephone 06035,N002222
396 and 68,N002222
13 438 rmt,N002222
20 396 and,N002222
585 and 41,N002222
material 45 286,N002222
and 87 910,N002222
and 66 488,N002222
spoil 30 939,N002222
156 and 52,N002222
52 966 of,N002222
telephone 06035 425672,N002222
and 52 966,N002222
30 939 each,N002222
63 072 each,N002222
and 50 694,N002222
87 910 of,N002222
bitumen 71 452,N002222
authority hooghly telephone,N002222
493 and 50,N002222
chainage 38 585,N002222
242 cr earnest,N002222
hooghly urban gov,N002222
38 585 and,N002222
74 241 rmt,N002222
mail srinivasan hooghly,N002222
terminal at hooghly,N002222
and 41 383,N002222
chainage 3 493,N002222
637 and 58,N002222
chainage 23 637,N002222
23 637 and,N002222
3 493 and,N002222
27 240 and,N002222
chainage 27 240,N002222
officer meenakshi srinivasan,N002222
at hooghly state,N002222
41 383 of,N002222
w 16545 procuring,N002230
20 166 bid,N002230
2024 w 16545,N002230
near bahraich bahraich,N002230
40 672 experience,N002230
foundation 53 367,N002230
82 749 rmt,N002230
signs 69 022,N002230
52 146 rmt,N002230
finisher 12 968,N002230
672 experience of,N002230
section 49 795,N002230
95 20 166,N002230
3 97 000,N002230
trenching 47 628,N002230
wiring 94 267,N002230
15 609 each,N002230
foundation 30 162,N002230
78 011 rmt,N002230
93 40 672,N002230
09172 565191 electronic,N002230
staging 58 441,N002230
structures 46 727,N002230
transformer 82 749,N002230
46 727 mt,N002230
bahraich telephone 09172,N002230
3 93 40,N002230
49 064 mt,N002230
56 689 quintal,N002230
beads 78 011,N002230
spoil 11 218,N002230
surfaces 56 689,N002230
565191 electronic mail,N002230
49 795 quintal,N002230
16545 procuring entity,N002230
dandekar bahraich urban,N002230
58 441 litre,N002230
43 192 cum,N002230
12 968 each,N002230
pit 49 064,N002230
driver 52 146,N002230
1 98 40,N002230
53 367 quintal,N002230
mm 15 609,N002230
1786 43 192,N002230
30 162 quintal,N002230
telephone 09172 565191,N002230
212 and 50,N002230
thick 52 398,N002230
52 398 each,N002230
14 737 and,N002230
737 and 75,N002230
and 43 536,N002230
and 71 228,N002230
58 283 of,N002230
31 820 each,N002230
chainage 14 737,N002230
kavitha dandekar urban,N002230
921 and 49,N002230
44 663 of,N002230
engineer kavitha dandekar,N002230
996 and 71,N002230
11 218 mt,N002230
chainage 13 610,N002230
031568 procuring entity,N002238
2024 25 031568,N002238
inr 4 357,N002238
inr 8 520,N002238
8 520 cr,N002238
15 138 cr,N002238
4 357 cr,N002238
inr 15 138,N002238
25 031568 procuring,N002238
357 cr bid,N002238
170 cr cost,N002238
telephone 03736 611075,N002238
15 841 and,N002238
03736 611075 electronic,N002238
52 337 litre,N002238
24 943 and,N002238
chainage 15 841,N002238
20 810 rmt,N002238
and 42 020,N002238
841 and 51,N002238
42 020 of,N002238
21 677 and,N002238
foundation 46 110,N002238
chainage 21 677,N002238
section 40 722,N002238
46 110 cum,N002238
611075 electronic mail,N002238
jointing 52 337,N002238
87 114 rmt,N002238
finisher 15 969,N002238
40 722 sqm,N002238
driver 41 026,N002238
41 026 quintal,N002238
foundation 87 114,N002238
chainage 24 943,N002238
92 839 quintal,N002238
panel 92 839,N002238
commissioner vasantha bhardwaj,N002238
and 51 914,N002238
51 914 of,N002238
943 and 47,N002238
869 and 42,N002238
677 and 55,N002238
25 869 and,N002238
transformer 77 437,N002238
chainage 25 869,N002238
spoil 24 086,N002238
balrampur telephone 03736,N002238
trenching 56 812,N002238
77 437 sqm,N002238
56 812 mt,N002238
vasantha bhardwaj rural,N002238
0 170 cr,N002238
494 and 64,N002238
chainage 23 494,N002238
55 134 of,N002238
15 969 sqm,N002238
inr 0 170,N002238
23 494 and,N002238
138 cr experience,N002238
and 55 134,N002238
1786 20 810,N002238
77 761 mt,N002238
47 345 of,N002238
86 792 of,N002246
139 42 lakh,N002246
287 and 51,N002246
class 62 130,N002246
20 849 and,N002246
20 265 cum,N002246
82 505 each,N002246
beads 20 265,N002246
foundation 19 223,N002246
spoil 94 878,N002246
signs 15 082,N002246
66 66 lakh,N002246
chainage 20 849,N002246
79 544 each,N002246
233396 electronic mail,N002246
mm 51 730,N002246
thick 2 371,N002246
94 878 sqm,N002246
rs 139 42,N002246
820 and 59,N002246
849 and 86,N002246
49 711 sqm,N002246
19 426 litre,N002246
2 371 quintal,N002246
windows 82 505,N002246
jointing 36 367,N002246
telephone 09458 233396,N002246
19 223 each,N002246
11 820 and,N002246
surfaces 77 366,N002246
wiring 26 944,N002246
77 366 sqm,N002246
driver 19 426,N002246
21 287 and,N002246
panel 85 081,N002246
09458 233396 electronic,N002246
chainage 21 796,N002246
npas 2024 0074896,N002246
and 51 267,N002246
51 730 mt,N002246
62 130 cum,N002246
pit 49 711,N002246
2024 0074896 procuring,N002246
51 267 of,N002246
transformer 79 544,N002246
chainage 11 820,N002246
74 906 mt,N002246
rathore bhavnagar municipal,N002246
bitumen 10 871,N002246
15 082 each,N002246
1 67 lakh,N002246
staging 47 473,N002246
36 367 sqm,N002246
47 473 quintal,N002246
rs 66 66,N002246
55 127 of,N002246
chainage 21 287,N002246
bhavnagar telephone 09458,N002246
structures 74 906,N002246
94 per cum,N002246
21 796 and,N002246
and 86 792,N002246
finisher 3 796,N002246
3 796 quintal,N002246
depa 2024 09915,N002254
2024 09915 procuring,N002254
09915 procuring entity,N002254
17 38 000,N002254
07 630 experience,N002254
6 72 81,N002254
8 69 00,N002254
81 528 bid,N002254
16 37 07,N002254
72 81 528,N002254
37 07 630,N002254
rs 17 38,N002254
805781 electronic mail,N002254
jointing 86 671,N002254
class 36 900,N002254
chainage 38 688,N002254
6 562 each,N002254
material 77 944,N002254
33 name of,N002254
recharge pit 447,N002254
thick 95 349,N002254
38 688 and,N002254
drains in amravati,N002254
95 349 sqm,N002254
trenching 49 765,N002254
bitumen 6 719,N002254
60 980 mt,N002254
80 815 litre,N002254
officer harshavardhan sathyanarayana,N002254
09475 805781 electronic,N002254
amravati ward 33,N002254
36 900 mt,N002254
6 260 each,N002254
ward 33 name,N002254
amravati telephone 09475,N002254
telephone 09475 805781,N002254
wiring 6 562,N002254
surfaces 95 915,N002254
pit 447 rmt,N002254
transformer 6 260,N002254
in amravati ward,N002254
panel 7 997,N002254
49 765 litre,N002254
driver 60 980,N002254
beads 80 815,N002254
chainage 37 458,N002254
6 719 rmt,N002254
95 915 each,N002254
73 806 of,N002254
37 458 and,N002254
harshavardhan sathyanarayana department,N002254
688 and 73,N002254
and 73 806,N002254
rs 8 69,N002254
sathyanarayana amravati department,N002254
77 944 cum,N002254
458 and 74,N002254
rs 6 72,N002254
rs 16 37,N002254
7 997 quintal,N002254
welfare amravati district,N002254
family welfare amravati,N002254
welfare amravati telephone,N002254
528 bid validity,N002254
25 016227 procuring,N002262
2024 25 016227,N002262
016227 procuring entity,N002262
1 082 cr,N002262
inr 1 082,N002262
90 356 quintal,N002262
chainage 38 813,N002262
pit 80 382,N002262
417 and 78,N002262
232 and 70,N002262
surfaces 29 056,N002262
windows 11 447,N002262
85 943 cum,N002262
78 157 of,N002262
and 62 985,N002262
29 056 each,N002262
55 906 of,N002262
foundation 52 076,N002262
bitumen 43 522,N002262
chainage 10 971,N002262
telephone 06285 429009,N002262
86 383 of,N002262
beads 85 943,N002262
and 55 906,N002262
9 135 and,N002262
945 and 55,N002262
37 301 sqm,N002262
and 86 383,N002262
ramakrishna mukherjee rural,N002262
transformer 43 521,N002262
driver 95 773,N002262
chainage 9 135,N002262
70 083 of,N002262
signs 1 418,N002262
trenching 9 504,N002262
foundation 51 082,N002262
135 and 62,N002262
0 801 cr,N002262
42 286 litre,N002262
10 971 and,N002262
panel 19 113,N002262
angul telephone 06285,N002262
section 83 798,N002262
23 113 rmt,N002262
and 78 157,N002262
043 and 66,N002262
429009 electronic mail,N002262
43 522 cum,N002262
38 813 and,N002262
813 and 86,N002262
62 985 of,N002262
and 70 083,N002262
finisher 23 113,N002262
52 076 each,N002262
mm 42 286,N002262
inr 0 801,N002262
jointing 37 301,N002262
082 cr experience,N002262
9 504 quintal,N002262
43 521 mt,N002262
31 024 rmt,N002262
06285 429009 electronic,N002262
material 90 356,N002262
19 113 rmt,N002262
006 and 80,N002270
rs 5005 00,N002270
angul to bahraich,N002270
npas 2024 0071239,N002270
9141 96 lakh,N002270
38 073 and,N002270
contractor shall entry,N002270
25 022 and,N002270
tender rs 5005,N002270
chainage 25 022,N002270
and 80 136,N002270
2377 35 lakh,N002270
rs 2377 35,N002270
years rs 9141,N002270
022 and 77,N002270
227 and 41,N002270
to bahraich government,N002270
deposit rs 100,N002270
0 006 and,N002270
5005 00 lakh,N002270
chainage 38 073,N002270
2024 0071239 procuring,N002270
than rs 2377,N002270
0071239 procuring entity,N002270
80 136 of,N002270
63 175 of,N002270
443 and 41,N002270
chainage 0 006,N002270
073 and 63,N002270
rs 9141 96,N002270
and 63 175,N002270
rs 100 10,N002270
41 057 of,N002270
